gid,alpha3,totalPopulation,fractionUrban
AUT.1.3.11.1_2,AUT,208,0.0
AUT.1.3.12.1_2,AUT,315,0.0
AUT.1.3.13.1_2,AUT,240,0.0
AUT.1.3.14.1_2,AUT,147,0.0
AUT.1.3.14.2_2,AUT,736,0.0
AUT.1.3.14.3_2,AUT,437,0.0
AUT.1.3.14.4_2,AUT,622,0.0
AUT.1.3.15.1_2,AUT,381,0.0
AUT.1.3.16.1_2,AUT,975,0.0
AUT.1.3.17.1_2,AUT,482,0.0
AUT.1.3.18.1_2,AUT,1366,0.0
AUT.1.3.19.1_2,AUT,947,0.0
AUT.1.3.20.1_2,AUT,438,0.0
AUT.1.3.21.1_2,AUT,379,0.0
AUT.1.3.22.1_2,AUT,151,0.0
AUT.1.3.22.2_2,AUT,721,0.0
AUT.1.3.22.3_2,AUT,83,0.0
AUT.1.3.23.1_2,AUT,159,0.0
AUT.1.3.23.2_2,AUT,530,0.0
AUT.1.3.23.3_2,AUT,120,0.0
AUT.1.3.23.4_2,AUT,85,0.0
AUT.1.3.24.1_2,AUT,2719,0.0
AUT.1.3.25.1_2,AUT,1361,0.0
AUT.1.3.26.1_2,AUT,427,0.0
AUT.1.3.26.2_2,AUT,74,0.0
AUT.1.3.26.3_2,AUT,75,0.0
AUT.1.3.26.4_2,AUT,277,0.0
AUT.1.3.26.5_2,AUT,441,0.0
AUT.1.3.26.6_2,AUT,43,0.0
AUT.1.3.27.1_2,AUT,68,0.0
AUT.1.3.28.1_2,AUT,494,0.0
AUT.1.4.1.1_2,AUT,1220,0.0
AUT.1.4.1.2_2,AUT,477,0.0
AUT.1.4.2.1_2,AUT,458,0.0
AUT.1.4.2.2_2,AUT,487,0.0
AUT.1.4.3.1_2,AUT,1118,0.280410036855351
AUT.1.4.3.2_2,AUT,313,0.0
AUT.1.4.4.1_2,AUT,669,0.0
AUT.1.4.4.2_2,AUT,598,0.0
AUT.1.4.4.3_2,AUT,2239,0.0
AUT.1.4.4.4_2,AUT,597,0.0
AUT.1.4.5.1_2,AUT,699,0.0
AUT.1.4.6.1_2,AUT,358,0.0
AUT.1.4.6.2_2,AUT,292,0.0
AUT.1.4.6.3_2,AUT,438,0.0
AUT.1.4.7.1_2,AUT,172,0.0248022302083809
AUT.1.4.7.2_2,AUT,622,0.0
AUT.1.4.7.3_2,AUT,327,0.0
AUT.1.4.8.1_2,AUT,385,0.0
AUT.1.4.9.1_2,AUT,131,0.0
AUT.1.4.9.2_2,AUT,246,0.0
AUT.1.4.9.3_2,AUT,164,0.0
AUT.1.4.9.4_2,AUT,471,0.0
AUT.1.4.10.1_2,AUT,534,0.0
AUT.1.4.10.2_2,AUT,1731,0.0
AUT.1.4.11.1_2,AUT,192,0.0
AUT.1.4.11.2_2,AUT,124,0.0
AUT.1.4.11.3_2,AUT,601,0.0
AUT.1.4.11.4_2,AUT,221,0.0
AUT.1.4.11.5_2,AUT,429,0.0
AUT.1.4.11.6_2,AUT,411,0.0
AUT.1.4.12.1_2,AUT,281,0.0
AUT.1.4.12.2_2,AUT,60,0.0
AUT.1.4.12.3_2,AUT,345,0.0
AUT.1.5.1.1_2,AUT,812,0.0
AUT.1.5.2.1_2,AUT,2273,0.0
AUT.1.5.3.1_2,AUT,949,0.0
AUT.1.5.4.1_2,AUT,1237,0.0
AUT.1.5.5.1_2,AUT,2019,0.0
AUT.1.5.5.2_2,AUT,947,0.0
AUT.1.5.6.1_2,AUT,1000,0.0
AUT.1.5.7.1_2,AUT,565,0.0
AUT.1.5.8.1_2,AUT,1280,0.0
AUT.1.5.8.2_2,AUT,6,0.0
AUT.1.5.9.1_2,AUT,2032,0.827646969718955
AUT.1.5.10.1_2,AUT,6638,0.903265467061185
AUT.1.5.10.2_2,AUT,960,0.512159515747012
AUT.1.5.11.1_2,AUT,4541,0.900474913253022
AUT.1.5.12.1_2,AUT,738,0.0
AUT.1.5.13.1_2,AUT,3107,0.0
AUT.1.5.13.2_2,AUT,1,0.0
AUT.1.5.14.1_2,AUT,2790,0.914699283962945
AUT.1.5.15.1_2,AUT,2519,0.0
AUT.1.5.16.1_2,AUT,1327,0.0
AUT.1.5.17.1_2,AUT,1151,0.0
AUT.1.5.18.1_2,AUT,2845,0.0
AUT.1.5.19.1_2,AUT,617,0.0
AUT.1.5.19.2_2,AUT,684,0.0
AUT.1.6.1.1_2,AUT,2441,0.0
AUT.1.6.2.1_2,AUT,1869,0.0
AUT.1.6.3.1_2,AUT,2566,0.703974268607178
AUT.1.6.3.2_2,AUT,499,0.0
AUT.1.6.4.1_2,AUT,639,0.0
AUT.1.6.5.1_2,AUT,677,0.0
AUT.1.6.6.1_2,AUT,2999,0.0
AUT.1.6.7.1_2,AUT,1314,0.0
AUT.1.6.8.1_2,AUT,4102,0.0
AUT.1.6.9.1_2,AUT,1949,0.0
AUT.1.6.10.1_2,AUT,2485,0.0
AUT.1.6.11.1_2,AUT,1551,0.0
AUT.1.6.12.1_2,AUT,2557,0.776655169473054
AUT.1.6.13.1_2,AUT,2394,0.0
AUT.1.6.14.1_2,AUT,748,0.0
AUT.1.6.15.1_2,AUT,7942,0.867880738894668
AUT.1.6.16.1_2,AUT,1792,0.0
AUT.1.6.17.1_2,AUT,1181,0.0
AUT.1.6.18.1_2,AUT,1709,0.0
AUT.1.6.19.1_2,AUT,4767,0.0
AUT.1.6.20.1_2,AUT,2235,0.0
AUT.1.6.21.1_2,AUT,555,0.0
AUT.1.6.22.1_2,AUT,1433,0.0
AUT.1.6.23.1_2,AUT,1286,0.0
AUT.1.6.24.1_2,AUT,1832,0.0
AUT.1.6.25.1_2,AUT,2486,0.781458012604795
AUT.1.6.26.1_2,AUT,1365,0.0
AUT.1.6.27.1_2,AUT,2095,0.0
AUT.1.7.1.1_2,AUT,2613,0.0
AUT.1.7.1.2_2,AUT,408,0.0
AUT.1.7.2.1_2,AUT,1001,0.0
AUT.1.7.2.2_2,AUT,147,0.0
AUT.1.7.2.3_2,AUT,186,0.0
AUT.1.7.3.1_2,AUT,465,0.0
AUT.1.7.3.2_2,AUT,127,0.0
AUT.1.7.3.3_2,AUT,128,0.0
AUT.1.7.3.4_2,AUT,409,0.0
AUT.1.7.4.1_2,AUT,602,0.0
AUT.1.7.4.2_2,AUT,474,0.0
AUT.1.7.4.3_2,AUT,301,0.0
AUT.1.7.5.1_2,AUT,1485,0.0
AUT.1.7.5.2_2,AUT,333,0.0
AUT.1.7.6.1_2,AUT,620,0.0
AUT.1.7.7.1_2,AUT,1122,0.0
AUT.1.7.7.2_2,AUT,257,0.0
AUT.1.7.7.3_2,AUT,528,0.0
AUT.1.7.8.1_2,AUT,1089,0.0
AUT.1.7.9.1_2,AUT,552,0.0
AUT.1.7.10.1_2,AUT,230,0.0
AUT.1.7.10.2_2,AUT,251,0.0
AUT.1.7.10.3_2,AUT,226,0.0
AUT.1.7.10.4_2,AUT,236,0.0
AUT.1.7.10.5_2,AUT,2,0.0
AUT.1.7.10.6_2,AUT,1019,0.0
AUT.1.7.11.1_2,AUT,676,0.0
AUT.1.7.11.2_2,AUT,169,0.0
AUT.1.7.12.1_2,AUT,401,0.0
AUT.1.7.12.2_2,AUT,559,0.0
AUT.1.7.12.3_2,AUT,519,0.0
AUT.1.7.12.4_2,AUT,247,0.0
AUT.1.7.13.1_2,AUT,261,0.0
AUT.1.7.13.2_2,AUT,160,0.0
AUT.1.7.13.3_2,AUT,743,0.0
AUT.1.7.14.1_2,AUT,144,0.0
AUT.1.7.14.2_2,AUT,1484,0.0
AUT.1.7.15.1_2,AUT,1033,0.0
AUT.1.7.16.1_2,AUT,308,0.0
AUT.1.7.16.2_2,AUT,364,0.0
AUT.1.7.16.3_2,AUT,681,0.0
AUT.1.7.17.1_2,AUT,754,0.0
AUT.1.7.18.1_2,AUT,890,0.0
AUT.1.7.18.2_2,AUT,2126,0.0
AUT.1.7.19.1_2,AUT,264,0.0
AUT.1.7.19.2_2,AUT,209,0.0
AUT.1.7.19.3_2,AUT,130,0.0
AUT.1.7.19.4_2,AUT,143,0.0
AUT.1.7.19.5_2,AUT,549,0.0
AUT.1.7.19.6_2,AUT,140,0.0
AUT.1.7.19.7_2,AUT,171,0.0
AUT.1.7.20.1_2,AUT,833,0.0
AUT.1.7.21.1_2,AUT,782,0.0
AUT.1.7.22.1_2,AUT,902,0.0
AUT.1.7.23.1_2,AUT,520,0.0
AUT.1.7.23.2_2,AUT,711,0.0
AUT.1.7.24.1_2,AUT,1446,0.0
AUT.1.7.25.1_2,AUT,626,0.0
AUT.1.7.26.1_2,AUT,140,0.0
AUT.1.7.26.2_2,AUT,499,0.0
AUT.1.7.27.1_2,AUT,345,0.0
AUT.1.7.28.1_2,AUT,311,0.0
AUT.1.7.28.2_2,AUT,374,0.0
AUT.1.7.28.3_2,AUT,1122,0.0
AUT.1.8.1.1_2,AUT,711,0.0
AUT.1.8.1.2_2,AUT,588,0.0
AUT.1.8.1.3_2,AUT,99,0.0
AUT.1.8.2.1_2,AUT,284,0.0
AUT.1.8.3.1_2,AUT,1050,0.0
AUT.1.8.3.2_2,AUT,136,0.0
AUT.1.8.3.3_2,AUT,394,0.0
AUT.1.8.3.4_2,AUT,268,0.0
AUT.1.8.3.5_2,AUT,328,0.0
AUT.1.8.4.1_2,AUT,402,0.0
AUT.1.8.4.2_2,AUT,82,0.0
AUT.1.8.4.3_2,AUT,424,0.0
AUT.1.8.4.4_2,AUT,73,0.0
AUT.1.8.4.5_2,AUT,102,0.0
AUT.1.8.5.1_2,AUT,1087,0.0
AUT.1.8.5.2_2,AUT,185,0.0
AUT.1.8.6.1_2,AUT,2558,0.0
AUT.1.8.6.2_2,AUT,214,0.0
AUT.1.8.6.3_2,AUT,112,0.0
AUT.1.8.6.4_2,AUT,250,0.0
AUT.1.8.6.5_2,AUT,339,0.0
AUT.1.8.7.1_2,AUT,253,0.0
AUT.1.8.7.2_2,AUT,373,0.0
AUT.1.8.7.3_2,AUT,140,0.0
AUT.1.8.8.1_2,AUT,715,0.0
AUT.1.8.9.1_2,AUT,1527,0.0
AUT.1.8.10.1_2,AUT,145,0.0
AUT.1.8.10.2_2,AUT,415,0.0
AUT.1.8.10.3_2,AUT,881,0.0
AUT.1.8.11.1_2,AUT,1093,0.0
AUT.1.8.12.1_2,AUT,338,0.0
AUT.1.8.12.2_2,AUT,910,0.0
AUT.1.8.13.1_2,AUT,103,0.0
AUT.1.8.13.2_2,AUT,259,0.0
AUT.1.8.13.3_2,AUT,495,0.0
AUT.1.8.13.4_2,AUT,150,0.0
AUT.1.8.13.5_2,AUT,133,0.0
AUT.1.8.14.1_2,AUT,1269,0.0
AUT.1.8.14.2_2,AUT,549,0.0
AUT.1.8.15.1_2,AUT,130,0.0
AUT.1.8.15.2_2,AUT,507,0.0
AUT.1.8.16.1_2,AUT,218,0.0
AUT.1.8.16.2_2,AUT,141,0.0
AUT.1.8.16.3_2,AUT,242,0.0
AUT.1.8.16.4_2,AUT,502,0.0
AUT.1.8.16.5_2,AUT,215,0.0
AUT.1.8.16.6_2,AUT,296,0.0
AUT.1.8.17.1_2,AUT,756,0.0
AUT.1.8.18.1_2,AUT,1018,0.0
AUT.1.8.19.1_2,AUT,318,0.0
AUT.1.8.19.2_2,AUT,1025,0.0
AUT.1.8.19.3_2,AUT,145,0.0
AUT.1.8.19.4_2,AUT,626,0.0
AUT.1.8.19.5_2,AUT,308,0.0
AUT.1.8.20.1_2,AUT,7087,0.906826732955853
AUT.1.8.20.2_2,AUT,212,0.0
AUT.1.8.21.1_2,AUT,197,0.0
AUT.1.8.21.2_2,AUT,5441,0.864047018871766
AUT.1.8.22.1_2,AUT,3081,0.0
AUT.1.8.23.1_2,AUT,1687,0.80392716991243
AUT.1.8.24.1_2,AUT,848,0.0
AUT.1.8.24.2_2,AUT,394,0.0
AUT.1.8.24.3_2,AUT,234,0.0
AUT.1.8.25.1_2,AUT,218,0.0
AUT.1.8.25.2_2,AUT,226,0.0
AUT.1.8.25.3_2,AUT,276,0.0
AUT.1.8.25.4_2,AUT,525,0.0
AUT.1.8.25.5_2,AUT,744,0.0
AUT.1.8.26.1_2,AUT,369,0.0
AUT.1.8.26.2_2,AUT,358,0.0
AUT.1.8.27.1_2,AUT,273,0.0
AUT.1.8.28.1_2,AUT,118,0.0
AUT.1.8.28.2_2,AUT,124,0.0
AUT.1.8.28.3_2,AUT,324,0.0
AUT.1.8.28.4_2,AUT,190,0.0
AUT.1.8.28.5_2,AUT,211,0.0
AUT.1.8.29.1_2,AUT,225,0.0
AUT.1.8.29.2_2,AUT,636,0.0
AUT.1.8.30.1_2,AUT,43,0.0
AUT.1.8.30.2_2,AUT,29,0.0
AUT.1.8.30.3_2,AUT,89,0.0
AUT.1.8.30.4_2,AUT,114,0.0
AUT.1.8.30.5_2,AUT,78,0.0
AUT.1.8.30.6_2,AUT,24,0.0
AUT.1.8.30.7_2,AUT,84,0.0
AUT.1.8.30.8_2,AUT,137,0.0
AUT.1.8.30.9_2,AUT,197,0.0
AUT.1.8.31.1_2,AUT,67,0.0
AUT.1.8.31.2_2,AUT,167,0.0
AUT.1.8.31.3_2,AUT,70,0.0
AUT.1.8.31.4_2,AUT,759,0.0
AUT.1.8.32.1_2,AUT,1317,0.0
AUT.1.9.1.1_2,AUT,2087,0.0
AUT.2.1.1.1_2,AUT,141,0.0
AUT.2.1.1.2_2,AUT,512,0.0
AUT.2.1.1.3_2,AUT,190,0.0
AUT.2.1.1.4_2,AUT,201,0.0
AUT.2.1.2.1_2,AUT,422,0.0
AUT.2.1.2.2_2,AUT,4120,0.988979586888537
AUT.2.1.2.3_2,AUT,701,0.0
AUT.2.1.2.4_2,AUT,678,0.0
AUT.2.1.2.5_2,AUT,694,0.0
AUT.2.1.2.6_2,AUT,703,0.0
AUT.2.1.2.7_2,AUT,559,0.0
AUT.2.1.2.8_2,AUT,1500,0.74254537604053
AUT.2.1.2.9_2,AUT,532,0.0
AUT.2.1.2.10_2,AUT,1141,0.318533601014561
AUT.2.1.2.11_2,AUT,1124,0.555195037716039
AUT.2.1.2.12_2,AUT,1992,0.352520068356363
AUT.2.1.3.1_2,AUT,761,0.0
AUT.2.1.3.2_2,AUT,594,0.0
AUT.2.1.3.3_2,AUT,490,0.0
AUT.2.1.4.1_2,AUT,452,0.0
AUT.2.1.4.2_2,AUT,155,0.0
AUT.2.1.4.3_2,AUT,96,0.0
AUT.2.1.4.4_2,AUT,394,0.0
AUT.2.1.5.1_2,AUT,208,0.0
AUT.2.1.5.2_2,AUT,204,0.0
AUT.2.1.5.3_2,AUT,758,0.0
AUT.2.1.5.4_2,AUT,91,0.0
AUT.2.1.5.5_2,AUT,652,0.0
AUT.2.1.5.6_2,AUT,249,0.0
AUT.2.1.5.7_2,AUT,135,0.0
AUT.2.1.6.1_2,AUT,688,0.0
AUT.2.1.7.1_2,AUT,288,0.0
AUT.2.1.7.2_2,AUT,54,0.0
AUT.2.1.7.3_2,AUT,388,0.0
AUT.2.1.7.4_2,AUT,642,0.0
AUT.2.1.7.5_2,AUT,412,0.0
AUT.2.1.8.1_2,AUT,195,0.0
AUT.2.1.8.2_2,AUT,341,0.0
AUT.2.1.8.3_2,AUT,113,0.0
AUT.2.1.8.4_2,AUT,775,0.0
AUT.2.1.8.5_2,AUT,148,0.0
AUT.2.1.9.1_2,AUT,272,0.0
AUT.2.1.9.2_2,AUT,680,0.0
AUT.2.1.9.3_2,AUT,2273,0.0
AUT.2.1.9.4_2,AUT,614,0.0
AUT.2.1.10.1_2,AUT,483,0.0
AUT.2.1.10.2_2,AUT,259,0.0
AUT.2.1.10.3_2,AUT,249,0.0
AUT.2.1.10.4_2,AUT,649,0.0
AUT.2.2.1.1_2,AUT,1197,0.0
AUT.2.2.2.1_2,AUT,594,0.0
AUT.2.2.2.2_2,AUT,627,0.0
AUT.2.2.3.1_2,AUT,606,0.0
AUT.2.2.3.2_2,AUT,571,0.0
AUT.2.2.3.3_2,AUT,174,0.0
AUT.2.2.3.4_2,AUT,857,0.0
AUT.2.2.3.5_2,AUT,9,0.0
AUT.2.2.3.6_2,AUT,424,0.0
AUT.2.2.3.7_2,AUT,516,0.0
AUT.2.2.3.8_2,AUT,443,0.0
AUT.2.2.3.9_2,AUT,550,0.0
AUT.2.2.3.10_2,AUT,445,0.0
AUT.2.2.3.11_2,AUT,1302,0.0
AUT.2.2.3.12_2,AUT,746,0.0
AUT.2.2.4.1_2,AUT,824,0.0
AUT.2.2.4.2_2,AUT,753,0.0
AUT.2.2.4.3_2,AUT,640,0.0
AUT.2.2.4.4_2,AUT,276,0.0
AUT.2.2.5.1_2,AUT,1452,0.0
AUT.2.2.5.2_2,AUT,818,0.0
AUT.2.2.5.3_2,AUT,291,0.0
AUT.2.2.5.4_2,AUT,582,0.0
AUT.2.2.6.1_2,AUT,280,0.0
AUT.2.2.6.2_2,AUT,460,0.0
AUT.2.2.6.3_2,AUT,261,0.0
AUT.2.2.6.4_2,AUT,323,0.0
AUT.2.2.7.1_2,AUT,169,0.0
AUT.2.2.7.2_2,AUT,183,0.0
AUT.2.2.7.3_2,AUT,193,0.0
AUT.2.2.7.4_2,AUT,186,0.0
AUT.2.2.7.5_2,AUT,380,0.0
AUT.2.2.7.6_2,AUT,332,0.0
AUT.2.3.1.1_2,AUT,1058,0.944446241956518
AUT.2.3.1.2_2,AUT,2040,0.860304636244746
AUT.2.3.1.3_2,AUT,437,0.68950684027527
AUT.2.3.1.4_2,AUT,287,0.0
AUT.2.3.1.5_2,AUT,225,0.0
AUT.2.3.1.6_2,AUT,83,0.0
AUT.2.3.1.7_2,AUT,588,0.0
AUT.2.3.1.8_2,AUT,405,0.0
AUT.2.3.1.9_2,AUT,413,0.0
AUT.2.3.1.10_2,AUT,2372,0.898062064756692
AUT.2.3.2.1_2,AUT,722,0.0
AUT.2.3.2.2_2,AUT,263,0.0
AUT.2.3.2.3_2,AUT,194,0.0
AUT.2.3.2.4_2,AUT,317,0.0
AUT.2.3.2.5_2,AUT,547,0.0
AUT.2.3.2.6_2,AUT,466,0.0
AUT.2.3.3.1_2,AUT,4031,0.0
AUT.2.3.3.2_2,AUT,286,0.0
AUT.2.3.3.3_2,AUT,392,0.0
AUT.2.3.3.4_2,AUT,737,0.0
AUT.2.3.3.5_2,AUT,143,0.0
AUT.2.3.3.6_2,AUT,121,0.0
AUT.2.3.3.7_2,AUT,574,0.0
AUT.2.3.3.8_2,AUT,206,0.0
AUT.2.3.3.9_2,AUT,209,0.0
AUT.2.3.3.10_2,AUT,468,0.0
AUT.2.3.4.1_2,AUT,45,0.0
AUT.2.3.4.2_2,AUT,623,0.0
AUT.2.3.4.3_2,AUT,407,0.0
AUT.2.3.4.4_2,AUT,585,0.0
AUT.2.3.4.5_2,AUT,166,0.0
AUT.2.3.4.6_2,AUT,448,0.0
AUT.2.3.4.7_2,AUT,412,0.0548847417165403
AUT.2.3.4.8_2,AUT,266,0.0
AUT.2.3.5.1_2,AUT,848,0.0
AUT.2.3.5.2_2,AUT,893,0.0
AUT.2.3.5.3_2,AUT,792,0.0
AUT.2.3.6.1_2,AUT,579,0.0
AUT.2.3.6.2_2,AUT,1002,0.0
AUT.2.3.6.3_2,AUT,840,0.0497856971938972
AUT.2.3.6.4_2,AUT,648,0.0
AUT.2.3.7.1_2,AUT,994,0.0
AUT.2.3.7.2_2,AUT,400,0.0
AUT.2.3.7.3_2,AUT,2088,0.0
AUT.2.3.7.4_2,AUT,182,0.0495575531422779
AUT.2.3.8.1_2,AUT,247,0.0
AUT.2.3.8.2_2,AUT,515,0.0
AUT.2.3.8.3_2,AUT,347,0.0
AUT.2.3.8.4_2,AUT,368,0.0
AUT.2.3.8.5_2,AUT,418,0.0
AUT.2.3.9.1_2,AUT,443,0.0
AUT.2.3.9.2_2,AUT,250,0.0
AUT.2.3.9.3_2,AUT,59,0.0
AUT.2.3.9.4_2,AUT,592,0.0
AUT.2.3.9.5_2,AUT,104,0.0
AUT.2.3.9.6_2,AUT,15,0.0
AUT.2.3.9.7_2,AUT,596,0.0
AUT.2.3.9.8_2,AUT,70,0.0
AUT.2.3.9.9_2,AUT,232,0.0
AUT.2.3.9.10_2,AUT,280,0.0
AUT.2.3.9.11_2,AUT,447,0.0
AUT.2.3.9.12_2,AUT,73,0.0
AUT.2.3.9.13_2,AUT,315,0.0
AUT.2.3.10.1_2,AUT,564,0.0
AUT.2.3.10.2_2,AUT,668,0.0
AUT.2.3.10.3_2,AUT,1261,0.0
AUT.2.3.11.1_2,AUT,751,0.0
AUT.2.3.11.2_2,AUT,587,0.0
AUT.2.3.11.3_2,AUT,1794,0.0262554495918612
AUT.2.3.11.4_2,AUT,203,0.0
AUT.2.3.11.5_2,AUT,263,0.0
AUT.2.3.11.6_2,AUT,244,0.0
AUT.2.3.12.1_2,AUT,388,0.0593796896782945
AUT.2.3.12.2_2,AUT,1189,0.0
AUT.2.3.13.1_2,AUT,336,0.0
AUT.2.3.13.2_2,AUT,300,0.0
AUT.2.3.13.3_2,AUT,392,0.0
AUT.2.3.13.4_2,AUT,994,0.0
AUT.2.3.13.5_2,AUT,523,0.0
AUT.2.3.13.6_2,AUT,490,0.0
AUT.2.3.13.7_2,AUT,874,0.0
AUT.2.3.13.8_2,AUT,504,0.0
AUT.2.3.14.1_2,AUT,896,0.0
AUT.2.3.14.2_2,AUT,209,0.0
AUT.2.3.14.3_2,AUT,1219,0.0389194260183697
AUT.2.3.14.4_2,AUT,697,0.0
AUT.2.3.15.1_2,AUT,1634,0.716593364509506
AUT.2.3.15.2_2,AUT,1006,0.523791147674978
AUT.2.3.16.1_2,AUT,372,0.0
AUT.2.3.16.2_2,AUT,343,0.0
AUT.2.3.16.3_2,AUT,375,0.0
AUT.2.3.17.1_2,AUT,537,0.0
AUT.2.3.17.2_2,AUT,1025,0.485139215042737
AUT.2.3.17.3_2,AUT,1217,0.108545381158023
AUT.2.3.18.1_2,AUT,410,0.0
AUT.2.3.18.2_2,AUT,800,0.0120328084359514
AUT.2.3.18.3_2,AUT,819,0.344736211598746
AUT.2.3.18.4_2,AUT,311,0.0
AUT.2.3.19.1_2,AUT,287,0.0
AUT.2.3.19.2_2,AUT,89,0.0
AUT.2.3.19.3_2,AUT,222,0.0
AUT.2.4.1.1_2,AUT,374,0.0
AUT.2.4.1.2_2,AUT,7503,0.966785469537845
AUT.2.4.1.3_2,AUT,2615,0.910886578276355
AUT.2.4.1.4_2,AUT,604,0.0
AUT.2.4.1.5_2,AUT,2191,0.0
AUT.2.4.1.6_2,AUT,1544,0.713913584034037
AUT.2.4.1.7_2,AUT,400,0.0
AUT.2.4.1.8_2,AUT,3025,0.784608125150073
AUT.2.4.1.9_2,AUT,29413,1.0
AUT.2.4.1.10_2,AUT,260,0.0
AUT.2.4.1.11_2,AUT,1174,0.0
AUT.2.4.1.12_2,AUT,3581,0.864706080337903
AUT.2.4.1.13_2,AUT,54,0.0
AUT.2.4.1.14_2,AUT,876,0.272934060148434
AUT.2.4.1.15_2,AUT,5561,0.999550193752396
AUT.2.4.1.16_2,AUT,45,0.0
AUT.2.4.1.17_2,AUT,4903,1.0
AUT.2.4.1.18_2,AUT,75,0.0
AUT.2.4.1.19_2,AUT,12522,0.995324872589312
AUT.2.4.1.20_2,AUT,2173,0.986763056068558
AUT.2.4.1.21_2,AUT,224,0.0
AUT.2.4.1.22_2,AUT,2015,0.844325324335084
AUT.2.4.1.23_2,AUT,14510,1.0
AUT.2.4.1.24_2,AUT,1061,0.651553123375588
AUT.2.4.1.25_2,AUT,11902,0.978829733616607
AUT.2.5.1.1_2,AUT,3354,0.0
AUT.2.5.1.2_2,AUT,154,0.0
AUT.2.5.1.3_2,AUT,916,0.0
AUT.2.5.2.1_2,AUT,1199,0.0
AUT.2.5.2.2_2,AUT,221,0.0
AUT.2.5.2.3_2,AUT,76,0.0
AUT.2.5.2.4_2,AUT,885,0.0
AUT.2.5.2.5_2,AUT,320,0.0
AUT.2.5.3.1_2,AUT,886,0.0
AUT.2.5.4.1_2,AUT,24,0.0
AUT.2.5.4.2_2,AUT,580,0.0
AUT.2.5.4.3_2,AUT,131,0.0
AUT.2.5.4.4_2,AUT,93,0.0
AUT.2.5.4.5_2,AUT,60,0.0
AUT.2.5.4.6_2,AUT,7,0.0
AUT.2.5.4.7_2,AUT,39,0.0
AUT.2.5.4.8_2,AUT,20,0.0
AUT.2.5.4.9_2,AUT,188,0.0
AUT.2.5.4.10_2,AUT,187,0.0
AUT.2.5.5.1_2,AUT,261,0.0
AUT.2.5.5.2_2,AUT,359,0.0
AUT.2.5.5.3_2,AUT,1508,0.0
AUT.2.5.5.4_2,AUT,45,0.0
AUT.2.5.5.5_2,AUT,727,0.0929029316900958
AUT.2.5.5.6_2,AUT,73,0.0
AUT.2.5.5.7_2,AUT,298,0.0
AUT.2.5.5.8_2,AUT,230,0.0
AUT.2.5.6.1_2,AUT,2849,0.0
AUT.2.5.6.2_2,AUT,1439,0.0
